2019,42-40,ORL
2019,41-41,DET
2019,39-43,CHO
2019,39-43,MIA
2019,39-43,SAC
2019,37-45,LAL
2019,36-46,MIN
2019,33-49,DAL
2019,33-49,MEM
2019,33-49,NOP
2019,32-50,WAS
2019,29-53,ATL
2019,22-60,CHI
2019,19-63,CLE
2019,19-63,PHO
2019,17-65,NYK
